loan_id,Name,Gender,Marital_Status,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,loan_asset_ratio,income_category,cibil_category,risk_level,eligibility_status
3073,William C. Gonzalez,Male,Single,4,Not Graduate,Yes,8000000,23200000,14,738,10900000,12100000,19900000,5400000,Approved,48300000,2.9,0.48,Very High,Good,Low Risk,Eligible
3074,Kenneth A. Hernandez,Male,Single,5,Not Graduate,No,1000000,2000000,4,524,2700000,1800000,2200000,700000,Rejected,7400000,2.0,0.27,Low,Poor,Medium Risk,Not Eligible
3075,Anthony Taylor,Male,Married,5,Not Graduate,No,5300000,14600000,16,855,4200000,1600000,11200000,7400000,Approved,24400000,2.75,0.6,High,Excellent,Low Risk,Eligible
3076,Christopher Martin,Male,Married,3,Graduate,Yes,1400000,5400000,20,304,1700000,1300000,2900000,800000,Rejected,6700000,3.86,0.81,Low,Poor,Medium Risk,Not Eligible
3077,Donald U. Wilson,Male,Married,2,Graduate,Yes,1600000,3800000,12,532,3200000,1400000,5400000,1100000,Rejected,11100000,2.38,0.34,Low,Poor,Medium Risk,Not Eligible
3078,Sandra Jones,Female,Single,3,Graduate,Yes,3400000,8500000,6,584,4200000,4700000,6800000,3700000,Approved,19400000,2.5,0.44,Medium,Fair,Medium Risk,Eligible
3079,Sarah O. Smith,Female,Married,3,Graduate,No,7800000,28700000,4,447,7200000,9500000,20100000,11300000,Approved,48100000,3.68,0.6,Very High,Poor,Medium Risk,Not Eligible
3080,Betty Garcia,Female,Divorced,4,Not Graduate,No,7100000,19900000,14,852,4700000,3200000,19700000,7600000,Approved,35200000,2.8,0.57,High,Excellent,Low Risk,Eligible
3081,Anthony T. Wilson,Male,Single,1,Not Graduate,Yes,6000000,13100000,2,368,9900000,2200000,13700000,4900000,Rejected,30700000,2.18,0.43,High,Poor,Medium Risk,Not Eligible
3082,Andrew P. Williams,Male,Married,3,Not Graduate,Yes,8200000,28900000,10,447,4400000,14700000,29400000,6800000,Rejected,55300000,3.52,0.52,Very High,Poor,Medium Risk,Not Eligible
3083,Betty S. Johnson,Female,Married,4,Graduate,No,3900000,11400000,20,867,3800000,1100000,13600000,3200000,Approved,21700000,2.92,0.53,Medium,Excellent,Low Risk,Eligible
3084,Charles Smith,Male,Married,5,Not Graduate,Yes,8400000,17600000,12,397,13400000,14500000,24500000,7900000,Rejected,60300000,2.1,0.29,Very High,Poor,Medium Risk,Not Eligible
3085,Jennifer Miller,Female,Married,4,Graduate,No,9700000,19400000,20,798,6400000,13700000,20300000,12800000,Approved,53200000,2.0,0.36,Very High,Excellent,Low Risk,Eligible
3086,David Hernandez,Male,Divorced,1,Not Graduate,Yes,8300000,26300000,20,530,22800000,11000000,33200000,8000000,Rejected,75000000,3.17,0.35,Very High,Poor,Medium Risk,Not Eligible
3087,Matthew Gonzalez,Male,Married,4,Graduate,No,2500000,9900000,16,356,5500000,2600000,6100000,2300000,Rejected,16500000,3.96,0.6,Low,Poor,Medium Risk,Not Eligible
3088,Donald Smith,Male,Widowed,3,Graduate,No,6100000,24000000,18,718,4100000,3400000,16600000,6800000,Approved,30900000,3.93,0.78,High,Good,Low Risk,Eligible
3089,William A. Williams,Male,Single,3,Not Graduate,No,5000000,13000000,10,459,2900000,3400000,18200000,7200000,Rejected,31700000,2.6,0.41,Medium,Poor,Medium Risk,Not Eligible
3090,Mark V. Davis,Male,Single,3,Not Graduate,No,9500000,22200000,8,571,4400000,8600000,24400000,10500000,Approved,47900000,2.34,0.46,Very High,Fair,Medium Risk,Eligible
3091,Ashley L. Moore,Female,Single,2,Graduate,No,5700000,20500000,8,412,5800000,4300000,21200000,4900000,Rejected,36200000,3.6,0.57,High,Poor,Medium Risk,Not Eligible
3092,Joseph Anderson,Male,Married,1,Graduate,Yes,5000000,12500000,20,604,4100000,100000,12200000,7400000,Approved,23800000,2.5,0.53,Medium,Fair,Medium Risk,Eligible
3093,Karen X. Rodriguez,Female,Widowed,4,Not Graduate,Yes,8600000,20600000,16,449,10800000,10600000,28700000,5400000,Rejected,55500000,2.4,0.37,Very High,Poor,Medium Risk,Not Eligible
3094,Patricia J. Jones,Female,Married,5,Not Graduate,No,1400000,5300000,12,778,1600000,700000,4400000,700000,Approved,7400000,3.79,0.72,Low,Excellent,Low Risk,Eligible
3095,Mark Rodriguez,Male,Single,3,Graduate,No,5900000,21200000,16,476,11700000,4800000,14800000,7700000,Rejected,39000000,3.59,0.54,High,Poor,Medium Risk,Not Eligible
3096,Susan M. Rodriguez,Female,Married,4,Graduate,Yes,4100000,10400000,12,727,11900000,5900000,16400000,4400000,Approved,38600000,2.54,0.27,Medium,Good,Low Risk,Eligible
3097,David P. Anderson,Male,Married,3,Graduate,No,7400000,18500000,8,818,10400000,8800000,28000000,8400000,Approved,55600000,2.5,0.33,High,Excellent,Low Risk,Eligible
3098,Richard Williams,Male,Single,1,Graduate,Yes,7100000,19300000,16,738,7200000,0,24300000,3600000,Approved,35100000,2.72,0.55,High,Good,Low Risk,Eligible
3099,Steven F. Jackson,Male,Single,5,Graduate,Yes,5300000,18200000,16,546,14600000,7900000,13400000,4000000,Rejected,39900000,3.43,0.46,High,Poor,Medium Risk,Not Eligible
3100,Charles N. Taylor,Male,Single,2,Not Graduate,No,6600000,14100000,2,471,10800000,11400000,20700000,6000000,Rejected,48900000,2.14,0.29,High,Poor,Medium Risk,Not Eligible
3101,Ashley Martin,Female,Married,3,Not Graduate,No,2800000,10600000,4,860,5200000,4700000,6700000,2900000,Approved,19500000,3.79,0.54,Medium,Excellent,Low Risk,Eligible
3102,Andrew Q. Davis,Male,Single,1,Not Graduate,Yes,1600000,4400000,4,364,2500000,700000,4300000,2400000,Rejected,9900000,2.75,0.44,Low,Poor,Medium Risk,Not Eligible
3103,Sandra Smith,Female,Married,0,Graduate,Yes,8500000,25300000,20,557,13000000,5100000,23900000,7100000,Approved,49100000,2.98,0.52,Very High,Fair,Medium Risk,Eligible
3104,Mary S. Thomas,Female,Married,1,Not Graduate,Yes,5200000,20700000,12,612,2200000,2600000,16500000,3200000,Approved,24500000,3.98,0.84,High,Fair,Medium Risk,Eligible
3105,Betty Brown,Female,Married,2,Not Graduate,Yes,6400000,19300000,6,414,7200000,1800000,19100000,3900000,Rejected,32000000,3.02,0.6,High,Poor,Medium Risk,Not Eligible
3106,Ashley Q. Davis,Female,Married,5,Graduate,No,1300000,2900000,4,372,1700000,100000,2800000,600000,Rejected,5200000,2.23,0.56,Low,Poor,Medium Risk,Not Eligible
3107,James M. Lopez,Male,Married,0,Graduate,No,5600000,11600000,12,466,15000000,7400000,21800000,7500000,Rejected,51700000,2.07,0.22,High,Poor,Medium Risk,Not Eligible
3108,Richard Garcia,Male,Single,3,Graduate,Yes,9000000,19800000,20,348,8600000,9200000,25300000,6000000,Rejected,49100000,2.2,0.4,Very High,Poor,Medium Risk,Not Eligible
3109,Michael V. Gonzalez,Male,Single,1,Not Graduate,Yes,7800000,17200000,4,597,3700000,12700000,17400000,8500000,Approved,42300000,2.21,0.41,Very High,Fair,Medium Risk,Eligible
3110,Emily V. Anderson,Female,Single,4,Not Graduate,Yes,4000000,11000000,8,791,500000,4700000,10300000,3000000,Approved,18500000,2.75,0.59,Medium,Excellent,Low Risk,Eligible
3111,Michael F. Taylor,Male,Single,0,Graduate,Yes,700000,1800000,12,400,1500000,1100000,2200000,300000,Rejected,5100000,2.57,0.35,Low,Poor,Medium Risk,Not Eligible
3112,Daniel Jackson,Male,Married,5,Graduate,Yes,7300000,18700000,16,813,6600000,8200000,20000000,5800000,Approved,40600000,2.56,0.46,High,Excellent,Low Risk,Eligible
3113,Andrew V. Jackson,Male,Single,0,Not Graduate,Yes,5200000,15400000,4,675,15300000,8800000,12800000,2900000,Approved,39800000,2.96,0.39,High,Good,Medium Risk,Eligible
3114,Michelle Z. Martin,Female,Married,1,Not Graduate,No,6200000,18200000,18,324,3100000,12000000,19200000,3400000,Rejected,37700000,2.94,0.48,High,Poor,Medium Risk,Not Eligible
3115,Richard B. Jones,Male,Divorced,4,Graduate,No,1100000,3600000,8,693,2400000,1300000,3800000,1500000,Approved,9000000,3.27,0.4,Low,Good,Medium Risk,Eligible
3116,Kenneth R. Davis,Male,Married,1,Not Graduate,Yes,5600000,13700000,8,491,10100000,3700000,18500000,4200000,Rejected,36500000,2.45,0.38,High,Poor,Medium Risk,Not Eligible
3117,Kimberley J. Martinez,Female,Divorced,5,Graduate,Yes,3400000,9800000,8,559,3500000,2900000,8300000,2200000,Approved,16900000,2.88,0.58,Medium,Fair,Medium Risk,Eligible
3118,Michelle C. Taylor,Female,Married,4,Graduate,No,1500000,4900000,16,392,1800000,1100000,3000000,2000000,Rejected,7900000,3.27,0.62,Low,Poor,Medium Risk,Not Eligible
3119,Nancy Q. Anderson,Female,Married,2,Not Graduate,No,5800000,18600000,18,532,10900000,900000,12300000,6700000,Rejected,30800000,3.21,0.6,High,Poor,Medium Risk,Not Eligible
3120,Donald Williams,Male,Single,4,Not Graduate,No,9800000,29400000,8,592,29100000,16700000,35900000,9000000,Approved,90700000,3.0,0.32,Very High,Fair,Medium Risk,Eligible
3121,Margaret Gonzalez,Female,Married,5,Not Graduate,No,8300000,23100000,4,459,5500000,14300000,28400000,5500000,Rejected,53700000,2.78,0.43,Very High,Poor,Medium Risk,Not Eligible
3122,James Martin,Male,Single,4,Graduate,Yes,500000,1200000,4,627,0,500000,1800000,700000,Approved,3000000,2.4,0.4,Low,Fair,Medium Risk,Eligible
3123,Kenneth V. Williams,Male,Widowed,4,Graduate,No,1900000,6100000,2,462,2100000,3300000,5400000,2500000,Approved,13300000,3.21,0.46,Low,Poor,Medium Risk,Not Eligible
3124,Michelle Moore,Female,Married,1,Not Graduate,Yes,9700000,24700000,14,600,13600000,14000000,35500000,6700000,Approved,69800000,2.55,0.35,Very High,Fair,Medium Risk,Eligible
3125,Kimberley E. Thomas,Female,Married,5,Not Graduate,No,1800000,6200000,18,366,3500000,2400000,6300000,1300000,Rejected,13500000,3.44,0.46,Low,Poor,Medium Risk,Not Eligible
3126,Daniel P. Taylor,Male,Widowed,0,Graduate,Yes,3300000,9700000,14,356,9800000,4800000,9400000,1900000,Rejected,25900000,2.94,0.37,Medium,Poor,Medium Risk,Not Eligible
3127,Andrew A. Hernandez,Male,Single,5,Graduate,No,900000,2300000,16,590,1200000,1500000,2100000,900000,Approved,5700000,2.56,0.4,Low,Fair,Medium Risk,Eligible
3128,Thomas Lopez,Male,Single,5,Graduate,Yes,8200000,28900000,4,485,16500000,3000000,19400000,6800000,Approved,45700000,3.52,0.63,Very High,Poor,Medium Risk,Not Eligible
3129,Matthew Gonzalez,Male,Married,1,Not Graduate,Yes,500000,1700000,18,617,400000,100000,1400000,500000,Approved,2400000,3.4,0.71,Low,Fair,Medium Risk,Eligible
3130,Donna Johnson,Female,Single,5,Graduate,Yes,1000000,2600000,8,664,900000,1200000,3500000,900000,Approved,6500000,2.6,0.4,Low,Good,Medium Risk,Eligible
3131,Emily K. Garcia,Female,Divorced,3,Not Graduate,No,7100000,27900000,8,583,8900000,7600000,19600000,6300000,Approved,42400000,3.93,0.66,High,Fair,Medium Risk,Eligible
3132,Sarah M. Garcia,Female,Married,1,Graduate,Yes,200000,400000,18,859,300000,100000,400000,200000,Approved,1000000,2.0,0.4,Low,Excellent,Low Risk,Eligible
3133,Susan Jones,Female,Married,2,Graduate,No,3100000,7300000,14,504,3200000,0,7200000,1500000,Rejected,11900000,2.35,0.61,Medium,Poor,Medium Risk,Not Eligible
3134,Barbara E. Davis,Female,Married,4,Graduate,No,700000,2300000,16,688,1500000,300000,1900000,400000,Approved,4100000,3.29,0.56,Low,Good,Medium Risk,Eligible
3135,Betty G. Davis,Female,Married,3,Not Graduate,No,1800000,5700000,2,422,4800000,0,3700000,2300000,Approved,10800000,3.17,0.53,Low,Poor,Medium Risk,Not Eligible
3136,Daniel Gonzalez,Male,Single,3,Not Graduate,Yes,8400000,27000000,8,746,15000000,8400000,27000000,12500000,Approved,62900000,3.21,0.43,Very High,Good,Low Risk,Eligible
3137,Barbara X. Moore,Female,Widowed,3,Graduate,No,7400000,17500000,20,317,17700000,14000000,27000000,9500000,Rejected,68200000,2.36,0.26,High,Poor,Medium Risk,Not Eligible
3138,Barbara Hernandez,Female,Widowed,2,Not Graduate,Yes,6700000,20200000,6,701,8800000,12200000,13900000,8200000,Approved,43100000,3.01,0.47,High,Good,Low Risk,Eligible
3139,Anthony Jackson,Male,Married,1,Graduate,Yes,1700000,6000000,16,754,3900000,1500000,6400000,1800000,Approved,13600000,3.53,0.44,Low,Excellent,Low Risk,Eligible
3140,Kimberley L. Martin,Female,Single,3,Not Graduate,Yes,300000,600000,10,515,300000,200000,1000000,200000,Rejected,1700000,2.0,0.35,Low,Poor,Medium Risk,Not Eligible
3141,Andrew Gonzalez,Male,Single,1,Graduate,Yes,3800000,8800000,12,670,5200000,4700000,12200000,3800000,Approved,25900000,2.32,0.34,Medium,Good,Medium Risk,Eligible
3142,Kimberley R. Rodriguez,Female,Single,5,Graduate,Yes,1300000,4000000,8,407,3800000,1300000,3500000,1100000,Rejected,9700000,3.08,0.41,Low,Poor,Medium Risk,Not Eligible
3143,Ashley H. Martinez,Female,Single,5,Not Graduate,Yes,3100000,10900000,12,884,6100000,3700000,12300000,4100000,Approved,26200000,3.52,0.42,Medium,Excellent,Low Risk,Eligible
3144,Michelle Q. Brown,Female,Married,1,Graduate,Yes,200000,400000,20,882,400000,100000,300000,0,Approved,800000,2.0,0.5,Low,Excellent,Low Risk,Eligible
3145,William F. Thomas,Male,Single,2,Not Graduate,Yes,8100000,24700000,6,595,5500000,14300000,27300000,6500000,Approved,53600000,3.05,0.46,Very High,Fair,Medium Risk,Eligible
3146,Donna Davis,Female,Single,1,Not Graduate,Yes,8900000,22900000,4,757,8200000,11600000,17800000,7800000,Approved,45400000,2.57,0.5,Very High,Excellent,Low Risk,Eligible
3147,Susan Gonzalez,Female,Single,5,Graduate,Yes,4200000,8500000,4,386,8700000,4600000,10500000,6000000,Rejected,29800000,2.02,0.29,Medium,Poor,Medium Risk,Not Eligible
3148,Linda G. Hernandez,Female,Single,5,Not Graduate,Yes,4100000,11100000,18,756,1700000,3000000,10800000,3000000,Approved,18500000,2.71,0.6,Medium,Excellent,Low Risk,Eligible
3149,Matthew N. Martin,Male,Married,3,Not Graduate,No,8300000,25700000,12,453,24000000,14600000,20400000,5700000,Rejected,64700000,3.1,0.4,Very High,Poor,Medium Risk,Not Eligible
3150,Thomas Wilson,Male,Single,3,Not Graduate,No,7500000,25200000,8,316,1000000,800000,18300000,9000000,Rejected,29100000,3.36,0.87,High,Poor,Medium Risk,Not Eligible
3151,Kenneth E. Rodriguez,Male,Married,3,Graduate,No,2100000,7700000,6,703,700000,4000000,8200000,1300000,Approved,14200000,3.67,0.54,Low,Good,Low Risk,Eligible
3152,Christopher Williams,Male,Single,3,Graduate,No,1400000,3200000,8,753,2200000,2000000,3600000,2000000,Approved,9800000,2.29,0.33,Low,Excellent,Low Risk,Eligible
3153,Betty D. Martin,Female,Married,0,Not Graduate,No,6900000,23500000,2,621,7800000,7300000,23100000,9400000,Approved,47600000,3.41,0.49,High,Fair,Medium Risk,Eligible
3154,Emily E. Johnson,Female,Married,0,Graduate,Yes,2500000,9100000,10,852,5000000,4700000,7400000,1500000,Approved,18600000,3.64,0.49,Low,Excellent,Low Risk,Eligible
3155,Charles Lopez,Male,Married,3,Not Graduate,Yes,3800000,9400000,12,301,7800000,2800000,14900000,5000000,Rejected,30500000,2.47,0.31,Medium,Poor,Medium Risk,Not Eligible
3156,Betty K. Garcia,Female,Married,3,Not Graduate,Yes,7700000,29300000,10,359,6800000,6100000,21900000,4200000,Rejected,39000000,3.81,0.75,Very High,Poor,Medium Risk,Not Eligible
3157,Sandra Y. Johnson,Female,Married,1,Not Graduate,No,3200000,6600000,16,534,8800000,2600000,6500000,1800000,Rejected,19700000,2.06,0.34,Medium,Poor,Medium Risk,Not Eligible
3158,Margaret Moore,Female,Single,0,Not Graduate,Yes,8600000,20000000,10,704,25400000,10000000,30800000,10300000,Approved,76500000,2.33,0.26,Very High,Good,Low Risk,Eligible
3159,David Q. Thomas,Male,Single,3,Not Graduate,Yes,3800000,13700000,16,662,4800000,400000,12400000,5300000,Approved,22900000,3.61,0.6,Medium,Good,Medium Risk,Eligible
3160,Emily N. Hernandez,Female,Widowed,3,Graduate,No,8400000,31100000,18,599,20600000,14100000,20500000,8500000,Approved,63700000,3.7,0.49,Very High,Fair,Medium Risk,Eligible
3161,Michelle Martinez,Female,Single,1,Graduate,No,1600000,5400000,4,319,4200000,2200000,4200000,1600000,Approved,12200000,3.38,0.44,Low,Poor,Medium Risk,Not Eligible
3162,Michael A. Wilson,Male,Single,2,Not Graduate,No,7800000,19400000,16,549,18600000,13300000,24100000,6900000,Rejected,62900000,2.49,0.31,Very High,Poor,Medium Risk,Not Eligible
3163,Robert Johnson,Male,Single,1,Graduate,Yes,9400000,21000000,12,443,14100000,2700000,23200000,5600000,Rejected,45600000,2.23,0.46,Very High,Poor,Medium Risk,Not Eligible
3164,Joshua Davis,Male,Single,3,Not Graduate,Yes,9900000,26700000,10,550,22200000,15900000,36800000,6600000,Approved,81500000,2.7,0.33,Very High,Fair,Medium Risk,Eligible
3165,Daniel Hernandez,Male,Single,4,Not Graduate,No,2400000,8000000,18,393,0,200000,7600000,3000000,Rejected,10800000,3.33,0.74,Low,Poor,Medium Risk,Not Eligible
3166,Ashley U. Johnson,Female,Married,2,Graduate,Yes,7500000,15100000,8,488,19800000,0,28500000,6700000,Rejected,55000000,2.01,0.27,High,Poor,Medium Risk,Not Eligible
3167,William Martinez,Male,Divorced,5,Graduate,No,3300000,11800000,16,845,6000000,1500000,9200000,2600000,Approved,19300000,3.58,0.61,Medium,Excellent,Low Risk,Eligible
3168,Betty W. Jackson,Female,Married,2,Graduate,No,5500000,19000000,2,382,12500000,1000000,15200000,8100000,Approved,36800000,3.45,0.52,High,Poor,Medium Risk,Not Eligible
3169,Jessica Wilson,Female,Married,5,Not Graduate,No,2400000,7500000,12,357,2600000,2900000,6100000,1300000,Rejected,12900000,3.12,0.58,Low,Poor,Medium Risk,Not Eligible
3170,Karen Wilson,Female,Single,1,Not Graduate,Yes,8700000,27500000,16,815,8000000,13400000,23600000,5900000,Approved,50900000,3.16,0.54,Very High,Excellent,Low Risk,Eligible
3171,Kimberley J. Garcia,Female,Single,1,Not Graduate,No,9600000,26000000,16,368,18500000,16600000,29900000,8400000,Rejected,73400000,2.71,0.35,Very High,Poor,Medium Risk,Not Eligible
3172,Paul F. Miller,Male,Married,0,Graduate,No,8400000,19800000,16,674,500000,12200000,27400000,10700000,Approved,50800000,2.36,0.39,Very High,Good,Medium Risk,Eligible
3173,David E. Miller,Male,Single,5,Not Graduate,No,9200000,23900000,10,335,5800000,15300000,35400000,10700000,Rejected,67200000,2.6,0.36,Very High,Poor,Medium Risk,Not Eligible
3174,James B. Martinez,Male,Single,2,Graduate,Yes,4600000,12600000,2,355,6300000,6900000,14800000,6500000,Rejected,34500000,2.74,0.37,Medium,Poor,Medium Risk,Not Eligible
3175,Michael Taylor,Male,Single,5,Not Graduate,No,7600000,17500000,6,510,9100000,3500000,15700000,9800000,Rejected,38100000,2.3,0.46,Very High,Poor,Medium Risk,Not Eligible
3176,Joseph Moore,Male,Single,4,Graduate,No,8500000,17800000,4,698,6700000,4300000,28600000,8000000,Approved,47600000,2.09,0.37,Very High,Good,Medium Risk,Eligible
3177,Steven C. Gonzalez,Male,Married,4,Not Graduate,Yes,3100000,8200000,18,408,2900000,3800000,10800000,3100000,Rejected,20600000,2.65,0.4,Medium,Poor,Medium Risk,Not Eligible
3178,Richard Lopez,Male,Single,3,Graduate,Yes,4900000,13100000,18,401,5700000,4100000,16400000,3600000,Rejected,29800000,2.67,0.44,Medium,Poor,Medium Risk,Not Eligible
3179,Emily Rodriguez,Female,Single,5,Not Graduate,Yes,5800000,14000000,14,418,3900000,10400000,15100000,6800000,Rejected,36200000,2.41,0.39,High,Poor,Medium Risk,Not Eligible
3180,Daniel Q. Jones,Male,Married,0,Not Graduate,No,5700000,21300000,4,697,3000000,6800000,20000000,5500000,Approved,35300000,3.74,0.6,High,Good,Medium Risk,Eligible
3181,Betty Moore,Female,Single,4,Graduate,No,3200000,12200000,14,683,0,1100000,7500000,2900000,Rejected,11500000,3.81,1.06,Medium,Good,Medium Risk,Eligible
3182,Andrew D. Garcia,Male,Married,4,Not Graduate,Yes,8000000,31500000,16,763,14900000,8800000,17600000,8900000,Approved,50200000,3.94,0.63,Very High,Excellent,Low Risk,Eligible
3183,Michael G. Anderson,Male,Married,4,Not Graduate,No,5000000,11400000,6,336,1600000,4000000,15500000,2500000,Rejected,23600000,2.28,0.48,Medium,Poor,Medium Risk,Not Eligible
3184,Joshua A. Jackson,Male,Single,2,Not Graduate,Yes,2900000,8300000,10,693,7500000,1900000,9700000,4300000,Approved,23400000,2.86,0.35,Medium,Good,Medium Risk,Eligible
3185,David T. Jackson,Male,Single,2,Not Graduate,No,6400000,23900000,18,745,14800000,4000000,16300000,7000000,Approved,42100000,3.73,0.57,High,Good,Low Risk,Eligible
3186,Barbara Z. Brown,Female,Single,5,Graduate,No,6300000,22500000,18,629,300000,3900000,23100000,8000000,Approved,35300000,3.57,0.64,High,Fair,Medium Risk,Eligible
3187,Christopher E. Davis,Male,Single,0,Not Graduate,No,5900000,23300000,16,581,2200000,8100000,14900000,5800000,Approved,31000000,3.95,0.75,High,Fair,Medium Risk,Eligible
3188,Daniel H. Lopez,Male,Married,1,Graduate,No,8100000,29600000,4,672,8200000,5100000,21100000,5400000,Approved,39800000,3.65,0.74,Very High,Good,Medium Risk,Eligible
3189,Daniel I. Moore,Male,Married,5,Graduate,Yes,7100000,20100000,4,700,16900000,2900000,15600000,4500000,Approved,39900000,2.83,0.5,High,Good,Low Risk,Eligible
3190,Margaret Thomas,Female,Married,1,Not Graduate,No,1400000,4400000,14,787,1600000,1200000,4200000,800000,Approved,7800000,3.14,0.56,Low,Excellent,Low Risk,Eligible
3191,Jessica I. Smith,Female,Divorced,3,Graduate,Yes,2300000,8000000,8,300,4200000,3800000,7300000,1200000,Rejected,16500000,3.48,0.48,Low,Poor,Medium Risk,Not Eligible
3192,Michelle Brown,Female,Married,1,Graduate,No,7400000,16100000,4,655,22000000,12900000,25300000,4300000,Approved,64500000,2.18,0.25,High,Good,Medium Risk,Eligible
3193,Mary O. Garcia,Female,Single,0,Graduate,Yes,5300000,13300000,12,572,4200000,2500000,18000000,7100000,Approved,31800000,2.51,0.42,High,Fair,Medium Risk,Eligible
3194,Daniel T. Davis,Male,Married,5,Graduate,Yes,7700000,16400000,2,663,1100000,14800000,15800000,3900000,Approved,35600000,2.13,0.46,Very High,Good,Medium Risk,Eligible
3195,Linda Miller,Female,Divorced,0,Not Graduate,No,5000000,10700000,16,726,1600000,1100000,15700000,4800000,Approved,23200000,2.14,0.46,Medium,Good,Low Risk,Eligible
3196,Elizabeth Q. Jackson,Female,Single,5,Not Graduate,Yes,6000000,12300000,12,680,11400000,5300000,13800000,7300000,Approved,37800000,2.05,0.33,High,Good,Medium Risk,Eligible
3197,James Brown,Male,Single,0,Graduate,No,1400000,2700000,2,685,3400000,800000,5400000,1300000,Approved,10900000,1.93,0.25,Low,Good,Medium Risk,Eligible
3198,Andrew Miller,Male,Divorced,5,Not Graduate,Yes,9400000,23100000,6,762,12400000,10200000,22300000,6600000,Approved,51500000,2.46,0.45,Very High,Excellent,Low Risk,Eligible
3199,Emily V. Thomas,Female,Divorced,3,Not Graduate,No,5200000,17200000,18,768,9200000,5500000,11700000,3800000,Approved,30200000,3.31,0.57,High,Excellent,Low Risk,Eligible
3200,Nancy X. Miller,Female,Married,0,Graduate,No,3100000,11100000,8,504,3500000,4600000,11400000,1800000,Rejected,21300000,3.58,0.52,Medium,Poor,Medium Risk,Not Eligible
3201,Kimberley Lopez,Female,Married,3,Not Graduate,Yes,8400000,20500000,12,796,22900000,10500000,17600000,11200000,Approved,62200000,2.44,0.33,Very High,Excellent,Low Risk,Eligible
3202,Patricia Johnson,Female,Single,0,Not Graduate,No,1200000,2900000,18,348,400000,1200000,2900000,600000,Rejected,5100000,2.42,0.57,Low,Poor,Medium Risk,Not Eligible
3203,Jessica S. Gonzalez,Female,Divorced,5,Not Graduate,Yes,4800000,13100000,6,717,8300000,8900000,18300000,2800000,Approved,38300000,2.73,0.34,Medium,Good,Low Risk,Eligible
3204,Linda Anderson,Female,Married,5,Not Graduate,Yes,9200000,34200000,4,565,500000,13900000,23600000,12300000,Approved,50300000,3.72,0.68,Very High,Fair,Medium Risk,Eligible
3205,Joseph C. Jackson,Male,Single,2,Not Graduate,No,5300000,10900000,6,647,14600000,3500000,18700000,3200000,Approved,40000000,2.06,0.27,High,Fair,Medium Risk,Eligible
3206,Joshua X. Garcia,Male,Divorced,3,Graduate,No,4700000,10900000,2,626,9200000,2300000,14600000,5200000,Approved,31300000,2.32,0.35,Medium,Fair,Medium Risk,Eligible
3207,Mary Williams,Female,Married,0,Not Graduate,No,6500000,24700000,6,554,2700000,1100000,22700000,9600000,Approved,36100000,3.8,0.68,High,Fair,Medium Risk,Eligible
3208,Robert A. Martin,Male,Married,4,Graduate,Yes,3200000,11500000,20,864,8700000,5000000,12100000,4100000,Approved,29900000,3.59,0.38,Medium,Excellent,Low Risk,Eligible
3209,Jennifer P. Miller,Female,Single,4,Graduate,No,4600000,12500000,6,406,10800000,200000,14000000,6800000,Rejected,31800000,2.72,0.39,Medium,Poor,Medium Risk,Not Eligible
3210,David Gonzalez,Male,Single,5,Graduate,No,700000,1800000,10,650,1300000,100000,1500000,300000,Approved,3200000,2.57,0.56,Low,Good,Medium Risk,Eligible
3211,William Miller,Male,Divorced,5,Not Graduate,Yes,7600000,16500000,8,534,8900000,10300000,24900000,8300000,Rejected,52400000,2.17,0.31,Very High,Poor,Medium Risk,Not Eligible
3212,Sandra E. Anderson,Female,Single,4,Graduate,No,1200000,2600000,8,872,1600000,2100000,2700000,900000,Approved,7300000,2.17,0.36,Low,Excellent,Low Risk,Eligible
3213,William Brown,Male,Single,2,Graduate,No,5100000,16500000,12,845,12100000,9000000,11400000,5700000,Approved,38200000,3.24,0.43,High,Excellent,Low Risk,Eligible
3214,Robert B. Brown,Male,Married,1,Not Graduate,Yes,4300000,16300000,14,792,400000,400000,10200000,4000000,Rejected,15000000,3.79,1.09,Medium,Excellent,Low Risk,Eligible
3215,Kimberley G. Anderson,Female,Divorced,4,Graduate,No,300000,1200000,18,544,700000,100000,800000,100000,Rejected,1700000,4.0,0.71,Low,Poor,Medium Risk,Not Eligible
3216,Robert N. Martinez,Male,Single,2,Graduate,Yes,4000000,13000000,10,552,3700000,1600000,15600000,3400000,Approved,24300000,3.25,0.53,Medium,Fair,Medium Risk,Eligible
3217,Andrew O. Smith,Male,Married,5,Not Graduate,No,3900000,14900000,12,837,1100000,500000,14400000,3600000,Approved,19600000,3.82,0.76,Medium,Excellent,Low Risk,Eligible
3218,Kimberley Brown,Female,Married,0,Not Graduate,Yes,6900000,21300000,18,845,17400000,5600000,21400000,6600000,Approved,51000000,3.09,0.42,High,Excellent,Low Risk,Eligible
3219,William Williams,Male,Married,4,Not Graduate,Yes,7000000,24100000,10,677,18800000,6000000,21600000,6300000,Approved,52700000,3.44,0.46,High,Good,Medium Risk,Eligible
3220,Kimberley A. Jones,Female,Married,1,Graduate,No,6300000,18300000,20,430,13000000,1300000,23000000,9200000,Rejected,46500000,2.9,0.39,High,Poor,Medium Risk,Not Eligible
